title,year,source,selection_criteria,status,comments
Googly Eyes: Displaying User's Eyes on a Head-Mounted Display for Improved Nonverbal Communication,2022,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Tangible Interaction for Children’s Creative Learning: A Review,2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Tangible activities for children with developmental disorders,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,"NikVision é uma pseudo tabletop feita pra crianças, o input é feito na horizontal, mas o display é em uma tela separada na vertical, por isso to descartando estudos sobre a nikvision."
Tangible Collaboration: A Human-Centered Approach for Sharing Control With an Actuated-Interface,2022,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
KaavadBits: Exploring Tangible Interactive Storytelling of Branching Narratives through a Kaavad-inspired Installation,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
TeleSHift: Telexisting TUI for Physical Collaboration  Interaction,2023,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Exploring Approaches for Handheld Geometric Shape-Changing Tangible Interfaces,2025,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Tactile Letters: A Tangible Tabletop with Texture Cues Supporting Alphabetic Learning for Dyslexic Children,2015,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Display vertical
Tabletop interface using a table's circular vibration and controllable friction,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Exploring automation in digital tabletop board game,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Enhancing Collaboration in Classroom Using Smartphone in Developing Countries,2018,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Foco em mobile
Involving Autistics in User Experience Studies: A Critical Review,2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
DeskWave: Desktop Interactions using Low-cost Microwave Doppler Arrays,2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,O display é vertical
Adapting web pages using graph partitioning algorithms for user-centric multi-device web browsing,2012,Springer Link,The digital tabletop interface was not tangible,Rejected,mobile
Building social discourse around mobile photos: a systemic perspective,2005,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Supporting the shared experience of spectators through mobile group media,2005,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Stackables: faceted browsing with stacked tangibles,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
"My Tablet Is Moving Around, Can I Touch It?",2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Adding Physical Objects to an Interactive Game Improves Learning and Enjoyment: Evidence from EarthShake,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Collaborating around collections: informing the continued development of photoware,2004,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Triage training system: adjusting the difficulty level according to user proficiency,2015,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
FluxPaper: Reinventing Paper with Dynamic Actuation Powered by Magnetic Flux,2015,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Não é digital
A study of the challenges related to DIY assistive technology in the context of children with disabilities,2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
User-oriented design and tangible interaction for kindergarten children,2009,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Reality-based interaction: a framework for post-WIMP interfaces,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
FizzyVis: designing for playful information browsing on a multitouch public display,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Developmentally situated design (DSD): making theoretical knowledge accessible to designers of children's technology,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Creating the spectacle: Designing interactional trajectories through spectator interfaces,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Creative personal projects of the elderly as active engagements with interactive media technology,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Multitouch tablet applications and activities to enhance the social skills of children with autism spectrum disorders,2011,Springer Link,The digital tabletop interface was not tangible,Rejected,"É sobre tablet apps, não tabletop apps"
LIFELONG INTERACTIONSLet the experts talk: an experience of tangible game design with children,2010,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Multi-pointer and collaborative system for mobile devices,2010,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Vision-based 3D finger interactions for mixed reality games with physics simulation,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
"How people use orientation on tables: comprehension, coordination and communication",2003,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Fostering conversation after the museum visit: a WOZ study for a shared interface,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Game format effects on communication in multi-player games,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
The roads not taken: detours and dead ends on the design path of speeder reader,2002,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
The AirBook: force-free interaction with dynamic text in an assistive reading device,2001,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Employing Ambient Intelligence Technologies to Adapt Games to Children’s Playing Maturity,2015,Springer Link,The digital tabletop interface was not tangible,Rejected,
Generating research websites using summarisation techniques,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
BragFish: exploring physical and social interaction in co-located handheld augmented reality games,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
The collaborative relevance in the distributed information retrieval,2016,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Programming Turing Machines as a Game for Technology Sense-Making,2011,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Tabletop analógico
Improving awareness of automated actions within digital tabletops,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Computing with uncertainty in a smart textile surface for object recognition,2010,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Interacting with the digital world through RFID-powered gadgets,2009,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Towards a Personal Audio Space in Homes: Investigating Future Sound Management with Personal Audio Technologies,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Input Visualization: Collecting and Modifying Data with Visual Representations,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
HaptiDrag: A Device with the Ability to Generate Varying Levels of Drag (Friction) Effects on Real Surfaces,2022,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Evaluating dual-view perceptual issues in handheld augmented reality: device vs. user perspective rendering,2013,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
